"sample","easting","northing","altitude","mintemp","precipitation","distwater","aspect","slope","distfarm","distpoul","density","vegtype","dist_urb","year","island","age","malaria","lk6","lk5","kys9","ps1530","x5239s1","x7259s1","tlr4_1","tlr4_2","tlr4_3","tlr4_4","x5239s1_a","x5239s1_t","x7259s1_a","x7259s1_t","tlr4_1_a","tlr4_1_g","tlr4_2_a","tlr4_2_g","tlr4_3_c","tlr4_3_t","tlr4_4_a","tlr4_4_c","tlr4_prot_1","tlr4_prot_2","tlr4_prot_3","tlr4_prot_4","x5239s1_t_2","x7259s1_a_2","tlr4_1_g_2","tlr4_2_a_2","tlr4_3_c_2","tlr4_4_c_2","x5239s1_het","x7259s1_het","tlr4_1_het","tlr4_2_het","tlr4_3_het","tlr4_4_het","tlr4_het","distwater_cat","disturb_cat","distfarm_cat","distpoul_cat"
1309,333566,3107446,375,12.07,357,37.845543,"S",5.466,690.136218,987.690741,0.611,"Shrub",97.122409,2011,"TF","adult","N","N","N","N","N","AA","AT","AA","GG","CT","AC",1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,"homozygous","heterozygous","homozygous","homozygous","heterozygous","heterozygous","heterozygous","close","median close","median close","median close"
1310,332707,3105854,209,13.2,299,153.11536,"N",11.071,1459.301887,1459.301887,0.763,"Shrub",136.234023,2011,"TF","adult","Y","Y","N","N","N","TT","AA","AA","GG","CC","CC",0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,2,2,0,0,2,2,"homozygous","homozygous","homozygous","homozygous","homozygous","homozygous","homozygous","median close","median far","far","median close"
1311,332076,3106314,142,13.69,309.6239,391.786692,"NW",5.248,995.720844,1926.879601,0.814,"Shrub",292.323831,2011,"TF","adult","Y","Y","N","N","N","AA","AA","AA","GG","CC","CC",1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,2,0,0,2,2,"homozygous","homozygous","homozygous","homozygous","homozygous","homozygous","homozygous","median far","far","median far","median far"
1312,332017,3105883,139,13.8,299,405.488979,"SW",7.066,1362.510183,2081.763915,0.763,"Shrub",150.920997,2011,"TF","adult","Y","Y","N","N","N","AT","AA","AA","GG","CC","CC",1,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,2,0,0,2,2,"heterozygous","homozygous","homozygous","homozygous","homozygous","homozygous","homozygous","median far","median far","far","median far"
1313,332413,3103260,27,14,299,451.651804,"SW",3.866,200.142449,3156.023605,0.458,"Shrub",54.452924,2011,"TF","adult","N","N","N","N","N","AA","TT","AA","GG","CC","CC",1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,2,2,"homozygous","homozygous","homozygous","homozygous","homozygous","homozygous","homozygous","median far","median close","close","median far"
1314,330864,3104377,55,14,271,960.972717,"SW",17.956,1996.138522,3807.144861,0.458,"Shrub",36.993776,2011,"TF","adult","N","N","N","N","N","AA","AA","AA","GG","TT","AA",1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,2,0,0,0,0,"homozygous","homozygous","homozygous","homozygous","homozygous","homozygous","homozygous","far","close","far","far"
1315,331989,3107330,185,13.36,316,30.605598,"NW",7.341,454.828539,2144.698113,0.814,"Shrub",121.897171,2011,"TF","adult","N","N","N","N","N","AA","TT","AA","GG","CC","CC",1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,2,2,"homozygous","homozygous","homozygous","homozygous","homozygous","homozygous","homozygous","close","median far","median close","median far"
1316,331787,3108665,243,12.9,344,540.939854,"NW",11.533,779.030808,3050.400793,0.611,"Shrub",261.709649,2011,"TF","adult","Y","Y","N","N","N","TT","AT","AA","GG","CC","CC",0,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,2,1,0,0,2,2,"homozygous","heterozygous","homozygous","homozygous","homozygous","homozygous","homozygous","median far","median far","median far","median far"
1317,329256,3109242,79,14,290,254.250768,"SW",2.391,2383.428832,2383.428832,0.56,"Urban",127.281286,2011,"TF","adult","Y","Y","N","N","N","AA","AT","AA","GG","CC","CC",1,0,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,2,2,"homozygous","heterozygous","homozygous","homozygous","homozygous","homozygous","homozygous","median close","median far","far","median far"
1318,328562,3109365,31,14.1,287,295.527732,"W",2.289,2584.777359,2584.777359,0.56,"Shrub",179.295352,2011,"TF","adult","Y","Y","N","N","N","AA","TT","AA","GG","CC","CC",1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,2,2,"homozygous","homozygous","homozygous","homozygous","homozygous","homozygous","homozygous","median far","median far","far","median far"
1319,327938,3110497,81,14,285,293.334788,"S",7.569,1961.636306,2310.101729,0.763,"Shrub",181.297742,2011,"TF","adult","Y","Y","N","N","N","AA","AT","AA","GG","CT","AC",1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,"homozygous","heterozygous","homozygous","homozygous","heterozygous","heterozygous","heterozygous","median far","median far","far","median far"
1320,328538,3110476,78,13.9,293,142.145862,"SE",2.677,1808.772235,1808.772235,0.763,"Urban",97.323442,2011,"TF","adult","Y","Y","N","N","N","AA","AT","AA","GG","CC","CC",1,0,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,2,2,"homozygous","heterozygous","homozygous","homozygous","homozygous","homozygous","homozygous","median close","median close","far","median close"
1321,328528,3110490,78,13.9,293,142.145862,"SE",2.677,1808.772235,1808.772235,0.763,"Urban",97.323442,2011,"TF","adult","N","N","N","N","N","AT","AT","AA","GG","CC","CC",1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,2,2,"heterozygous","heterozygous","homozygous","homozygous","homozygous","homozygous","homozygous","median close","median close","far","median close"
1322,328363,3111531,174,13.4,308,475.568147,"SW",4.902,1066.810667,1656.290131,0.916,"Shrub",121.704952,2011,"TF","adult","Y","Y","N","N","N","AA","AA","AA","GG","CT","CC",1,0,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,2,0,0,1,2,"homozygous","homozygous","homozygous","homozygous","heterozygous","homozygous","homozygous","median far","median far","median far","median close"
1323,328383,3111541,174,13.4,308,475.568147,"SW",4.902,1066.810667,1656.290131,0.916,"Shrub",121.704952,2011,"TF","adult","Y","Y","N","N","N","AA","TT","AA","GG","TT","AA",1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,"homozygous","homozygous","homozygous","homozygous","homozygous","homozygous","homozygous","median far","median far","median far","median close"
1324,329335,3110282,88,13.8,299,276.410706,"W",6.935,1396.918036,1396.918036,0.763,"Shrub",333.975886,2011,"TF","adult","Y","Y","N","N","N","AT","TT","AA","GG","CC","CC",1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,2,2,"heterozygous","homozygous","homozygous","homozygous","homozygous","homozygous","homozygous","median far","far","far","median close"
1325,327477,3112058,146,13.5,314.0302,170.904212,"W",2.303,467.064235,2602.52339,0.916,"Grass",74.899742,2011,"TF","adult","Y","Y","N","N","N","AT","TT","AA","GG","TT","AC",1,1,0,1,1,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,1,"heterozygous","homozygous","homozygous","homozygous","homozygous","heterozygous","heterozygous","median close","median close","median close","median far"
1326,326909,3112001,100,13.9,310,211.811568,"SW",4.706,938.314446,3150.095395,0.916,"Shrub",133.66946,2011,"TF","adult","Y","Y","N","N","N","AT","AT","AA","GG","TT","CC",1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,2,"heterozygous","heterozygous","homozygous","homozygous","homozygous","homozygous","homozygous","median close","median far","median far","median far"
1327,326572,3111094,40,13.9,290.3627,792.313919,"W",6.289,1784.253345,3470.827711,0.56,"Shrub",159.706737,2011,"TF","adult","Y","Y","N","N","N","AA","TT","AA","GG","CT","AC",1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,"homozygous","homozygous","homozygous","homozygous","heterozygous","heterozygous","heterozygous","far","median far","far","far"
1328,326614,3113212,135,13.5,314.1966,189.685523,"W",3.821,1332.081453,3811.163733,0.763,"Urban",88.211084,2011,"TF","adult","N","N","N","N","N","AA","TT","AA","GG","TT","AA",1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,"homozygous","homozygous","homozygous","homozygous","homozygous","homozygous","homozygous","median close","median close","far","far"
1329,323341,3116393,76,13.5,316,142.899689,"W",6.337,1100.071361,7132.783818,0.509,"Urban",45.400195,2011,"TF","adult","N","N","N","N","N","AA","TT","AA","GG","TT","AC",1,0,0,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,"homozygous","homozygous","homozygous","homozygous","homozygous","heterozygous","heterozygous","median close","median close","median far","far"
1330,325220,3117758,298,12.33,379,59.431855,"NW",5.314,1222.604187,5547.440581,0.865,"Shrub",186.326543,2011,"TF","adult","N","N","N","N","N","AT","AA","AA","GG","CT","AC",1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,2,0,0,1,1,"heterozygous","homozygous","homozygous","homozygous","heterozygous","heterozygous","heterozygous","close","median far","median far","far"
1331,371569,3161113,23,13,336,235.149295,"N",12.986,666.589078,5281.702093,0.101,"Grass",108.493987,2011,"TF","adult","N","N","N","N","N","AT","TT","AA","GG","CT","AC",1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,"heterozygous","homozygous","homozygous","homozygous","heterozygous","heterozygous","heterozygous","median close","median far","median close","far"
1332,373515,3160390,609,11.59,550,1895.478247,"NE",7.975,1969.083035,5439.077127,0.101,"Shrub",123.247955,2011,"TF","adult","N","N","N","N","N","AA","AA","AA","GG","CC","CC",1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,2,0,0,2,2,"homozygous","homozygous","homozygous","homozygous","homozygous","homozygous","homozygous","far","median far","far","far"
1333,384178,3161465,82,10.67,482,277.570036,"N",34.788,393.634348,14589.4941,0.101,"Shrub",244.161251,2011,"TF","adult","N","N","N","N","N","AA","AA","AA","GG","CT","AC",1,0,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,2,0,0,1,1,"homozygous","homozygous","homozygous","homozygous","heterozygous","heterozygous","heterozygous","median far","median far","close","far"
1334,326093,3119202,460,11.72,425.7892,251.883562,"W",7.38,696.419413,5453.602479,0.814,"Urban",83.914108,2011,"TF","adult","N","N","N","N","N","AA","AT","AA","GG","CT","AC",1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,"homozygous","heterozygous","homozygous","homozygous","heterozygous","heterozygous","heterozygous","median close","median close","median close","far"
1335,327110,3119293,628,10.22,463.6295,13.985239,"SW",13.971,939.345516,4743.277558,0.56,"Shrub",35.978491,2011,"TF","adult","N","N","N","N","N","AA","AT","AA","GG","CC","CC",1,0,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,2,2,"homozygous","heterozygous","homozygous","homozygous","homozygous","homozygous","homozygous","close","close","median far","far"
1336,326048,3120455,550,11.42,446,100.422199,"NW",10.849,321.076314,6316.356703,0.611,"Shrub",69.930458,2011,"TF","adult","N","N","N","N","N","AT","TT","AA","GG","CT","CC",1,1,0,1,1,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,1,2,"heterozygous","homozygous","homozygous","homozygous","heterozygous","homozygous","homozygous","close","median close","close","far"
1337,340231,3114829,1283,6.3,489,162.318314,"SE",7.416,1256.719936,1256.719936,0.101,"Urban",108.328447,2011,"TF","adult","N","N","N","N","N","AA","TT","AA","GG","CT","AC",1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,"homozygous","homozygous","homozygous","homozygous","heterozygous","heterozygous","heterozygous","median close","median far","far","median close"
1338,339438,3115044,1325,6.3,490,67.845441,"SE",5.807,457.817649,457.817649,0.101,"Urban",24.516224,2011,"TF","adult","Y","Y","N","N","N","AA","AT","AA","GG","CT","AC",1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,"homozygous","heterozygous","homozygous","homozygous","heterozygous","heterozygous","heterozygous","close","close","median close","close"
1339,337774,3117684,1868,3.9,490,1462.977881,"SW",11.312,2957.820312,2957.820312,0.05,"Forest",325.234645,2011,"TF","adult","N","N","N","N","N","AA","AT","AA","GG","CT","AC",1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,"homozygous","heterozygous","homozygous","homozygous","heterozygous","heterozygous","heterozygous","far","far","far","median far"
1340,335028,3121912,2043,2.8,488.0009,3082.435838,"W",8.589,7104.469367,7524.11091,0.203,"Shrub",68.998391,2011,"TF","adult","N","N","N","N","N","AA","AA","AA","GG","CC","CC",1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,2,0,0,2,2,"homozygous","homozygous","homozygous","homozygous","homozygous","homozygous","homozygous","far","median close","far","far"
1341,337196,3121781,2037,1.7,487,3153.512842,"N",4.481,7027.272586,7027.272586,0.305,"Shrub",250.778759,2011,"TF","adult","N","N","N","N","N","AA","AT","AA","GG","CC","CC",1,0,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,2,2,"homozygous","heterozygous","homozygous","homozygous","homozygous","homozygous","homozygous","far","median far","far","far"
1342,338445,3121446,2026,2.35,486,1932.199847,"N",8.787,6483.443683,6483.443683,0.254,"Shrub",251.421559,2011,"TF","adult","N","N","N","N","N","AT","AT","AA","GG","CT","CC",1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,0,1,1,0,0,1,2,"heterozygous","heterozygous","homozygous","homozygous","heterozygous","homozygous","homozygous","far","median far","far","far"
1343,339558,3121695,2026,1.2,492,795.2366,"N",11.266,6734.506366,6734.506366,0.356,"Shrub",723.398882,2011,"TF","adult","N","N","N","N","N","AA","AA","AA","GG","TT","AA",1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,2,0,0,0,0,"homozygous","homozygous","homozygous","homozygous","homozygous","homozygous","homozygous","far","far","far","far"
1344,340314,3122649,2115,1,486,875.908109,"SE",4.835,7778.547165,7778.547165,0.305,"Shrub",361.480539,2011,"TF","adult","N","N","N","N","N","AA","AT","AA","GG","TT","AC",1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,"homozygous","heterozygous","homozygous","homozygous","homozygous","heterozygous","heterozygous","far","far","far","far"
1345,340274,3123072,2140,1,488,1300.45531,"SW",3.812,8189.241051,8189.241051,0.305,"Shrub",12.302182,2011,"TF","adult","N","N","N","N","N","AA","TT","AA","GG","CT","AC",1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,"homozygous","homozygous","homozygous","homozygous","heterozygous","heterozygous","heterozygous","far","close","far","far"
1346,340169,3124025,2162,1.99,489,2258.579147,"S",1.852,9117.336507,9117.336507,0.356,"Shrub",756.300144,2011,"TF","adult","N","N","N","N","N","AA","TT","AA","GG","CT","CC",1,0,0,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,2,"homozygous","homozygous","homozygous","homozygous","heterozygous","homozygous","homozygous","far","far","far","far"
1347,340493,3125610,2251,1.4,489.029,3356.029554,"S",4.271,10607.77243,10731.62178,0.356,"Shrub",840.959285,2011,"TF","adult","N","N","N","N","N","AA","AT","AA","GG","CT","AC",1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,"homozygous","heterozygous","homozygous","homozygous","heterozygous","heterozygous","heterozygous","far","far","far","far"
1348,342102,3126738,2338,1.28,488,2184.999302,"S",6.762,9019.942627,11439.18616,0.305,"Shrub",1203.821503,2011,"TF","adult","N","N","N","N","N","AA","AA","AA","GG","CT","AC",1,0,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,2,0,0,1,1,"homozygous","homozygous","homozygous","homozygous","heterozygous","heterozygous","heterozygous","far","far","far","far"
1349,342851,3126949,2332,1.2,487,2225.80226,"SE",13.942,8294.640016,11030.81729,0.254,"Shrub",432.379084,2011,"TF","adult","N","N","N","N","N","AA","AT","AA","GG","CT","AC",1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,"homozygous","heterozygous","homozygous","homozygous","heterozygous","heterozygous","heterozygous","far","far","far","far"
1350,325630,3121131,523,11.4,422.2064,71.54015,"SW",8.857,857.047256,7094.226525,0.814,"Shrub",14.580243,2011,"TF","adult","N","N","N","N","N","AA","AA","AA","GG","CT","CC",1,0,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,2,0,0,1,2,"homozygous","homozygous","homozygous","homozygous","heterozygous","homozygous","homozygous","close","close","median far","far"
1351,324952,3121207,450,12,413.3954,76.436509,"SW",9.444,406.964371,7624.406731,0.814,"Urban",10.116591,2011,"TF","adult","N","N","N","N","N","AA","AT","AA","GG","CT","AC",1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,"homozygous","heterozygous","homozygous","homozygous","heterozygous","heterozygous","heterozygous","close","close","close","far"
1352,324506,3120490,333,12,393,131.852519,"S",17.052,171.863317,7496.355447,0.916,"Shrub",29.505853,2011,"TF","adult","N","N","N","N","N","AA","TT","AA","GG","TT","AA",1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,"homozygous","homozygous","homozygous","homozygous","homozygous","homozygous","homozygous","median close","close","close","far"
1353,319746,3122112,5,13.9,298,301.7442,"W",1.287,747.047521,12366.7317,0.203,"Grass",168.389816,2011,"TF","adult","N","N","N","N","N","AT","AT","AA","GG","CC","CC",1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,2,2,"heterozygous","heterozygous","homozygous","homozygous","homozygous","homozygous","homozygous","median far","median far","median far","far"
1354,324923,3122827,606,10.6,437,51.801086,"NW",10.224,265.437374,8840.856576,0.662,"Urban",66.648713,2011,"TF","adult","N","N","N","N","N","AT","AT","AA","GG","TT","AC",1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,1,0,0,0,1,"heterozygous","heterozygous","homozygous","homozygous","homozygous","heterozygous","heterozygous","close","median close","close","far"
1355,324731,3123716,696,10.3,458,99.936307,"W",9.19,682.56355,9662.789866,0.611,"Urban",30.164098,2011,"TF","adult","N","N","N","N","N","AA","TT","AA","GG","CT","AC",1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,"homozygous","homozygous","homozygous","homozygous","heterozygous","heterozygous","heterozygous","close","close","median close","far"
1356,323141,3124213,514,11.28,438,10.332178,"S",12.047,82.097503,11049.65904,0.713,"Urban",121.231309,2011,"TF","adult","Y","Y","N","N","N","AA","AT","AA","GG","CC","CC",1,0,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,2,2,"homozygous","heterozygous","homozygous","homozygous","homozygous","homozygous","homozygous","close","median far","close","far"
1357,322458,3123413,360,11.76,386,13.256738,"SW",7.595,421.474791,10952.23457,0.814,"Urban",38.976808,2011,"TF","adult","Y","Y","N","N","N","AT","TT","AA","GG","CC","CC",1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,2,2,"heterozygous","homozygous","homozygous","homozygous","homozygous","homozygous","homozygous","close","close","close","far"
1358,321830,3123603,282,12.9,383.8309,369.877349,"SW",9.474,565.799434,11544.40133,0.814,"Urban",46.03459,2011,"TF","adult","N","N","N","N","N","AA","AA","AA","GG","CC","CC",1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,2,0,0,2,2,"homozygous","homozygous","homozygous","homozygous","homozygous","homozygous","homozygous","median far","median close","median close","far"
1359,320731,3123593,147,13.6,338,44.469948,"SW",11.437,241.478777,12381.20612,0.509,"Urban",18.617415,2011,"TF","adult","N","N","N","N","N","AA","TT","AA","GG","CT","AC",1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,"homozygous","homozygous","homozygous","homozygous","heterozygous","heterozygous","heterozygous","close","close","close","far"
1360,312014,3136867,18,14.1,303,682.1134,"SW",4.097,2457.034391,20812.84029,0.305,"Shrub",217.319991,2011,"TF","adult","N","N","N","N","N","AT","AT","AA","GG","TT","AC",1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,1,0,0,0,1,"heterozygous","heterozygous","homozygous","homozygous","homozygous","heterozygous","heterozygous","median far","median far","far","far"
1361,311935,3137615,25,10.9,427,371.538865,"W",2.976,2647.719207,20853.9919,0.305,"Shrub",264.271243,2011,"TF","adult","Y","Y","N","N","N","AT","AA","AA","GG","CT","AC",1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,2,0,0,1,1,"heterozygous","homozygous","homozygous","homozygous","heterozygous","heterozygous","heterozygous","median far","median far","far","far"
1362,311945,3137620,25,10.9,427,371.538865,"W",2.976,2647.719207,20853.9919,0.305,"Shrub",264.271243,2011,"TF","adult","N","N","N","N","N","AA","AA","AA","GG","CT","AC",1,0,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,2,0,0,1,1,"homozygous","homozygous","homozygous","homozygous","heterozygous","heterozygous","heterozygous","median far","median far","far","far"
1363,315432,3136808,757,8.7,490,620.631254,"E",5.33,599.920828,17409.36449,0.305,"Urban",18.121657,2011,"TF","adult","N","N","N","N","N","AA","TT","AA","GG","CT","AC",1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,"homozygous","homozygous","homozygous","homozygous","heterozygous","heterozygous","heterozygous","median far","close","median close","far"
1364,315012,3136492,732,9.4,493,856.725156,"NW",7.112,302.803566,17856.9526,0.305,"Urban",36.527454,2011,"TF","adult","N","N","N","N","N","AA","AT","AA","GG","CT","CC",1,0,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,1,2,"homozygous","heterozygous","homozygous","homozygous","heterozygous","homozygous","homozygous","far","close","close","far"
1365,314352,3137442,541,9.75,466,767.376636,"SW",16.334,599.920828,18445.59503,0.509,"Urban",123.450409,2011,"TF","adult","Y","Y","N","N","N","AA","AA","AA","GG","CT","CC",1,0,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,2,0,0,1,2,"homozygous","homozygous","homozygous","homozygous","heterozygous","homozygous","homozygous","far","median far","median close","far"
1366,313979,3137577,468,10.9,466,1103.176443,"W",13.844,874.524442,18812.59222,0.509,"Urban",162.672377,2011,"TF","adult","N","N","N","N","N","AA","AA","AA","GG","TT","AC",1,0,1,0,1,0,0,1,0,1,1,1,1,1,0,0,0,2,0,0,0,1,"homozygous","homozygous","homozygous","homozygous","homozygous","heterozygous","heterozygous","far","median far","median far","far"
1367,322005,3129820,771,9.5,498,18.000027,"SW",10.616,298.157676,13705.19292,0.203,"Urban",45.386633,2011,"TF","adult","Y","Y","N","N","N","AT","TT","AA","GG","TT","AA",1,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,"heterozygous","homozygous","homozygous","homozygous","homozygous","homozygous","homozygous","close","median close","close","far"
1368,321467,3125532,424,12,408,103.305448,"SW",13.298,505.080191,13152.09748,0.56,"Urban",98.264322,2011,"TF","adult","N","N","N","N","N","AA","TT","AA","GG","CT","AC",1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,"homozygous","homozygous","homozygous","homozygous","heterozygous","heterozygous","heterozygous","close","median close","median close","far"
1369,320983,3125353,321,13.03,397.2927,278.547602,"W",17.881,436.900446,13360.84342,0.56,"Urban",127.851579,2011,"TF","adult","Y","Y","N","N","N","AT","AT","AA","GG","TT","AA",1,1,1,1,1,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,"heterozygous","heterozygous","homozygous","homozygous","homozygous","homozygous","homozygous","median far","median far","median close","far"
1370,321708,3124059,312,12.9,389.2411,126.946162,"SW",5.12,699.200257,11941.34105,0.611,"Urban",34.156914,2011,"TF","adult","N","N","N","N","N","AA","AT","AA","GG","CC","CC",1,0,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,2,2,"homozygous","heterozygous","homozygous","homozygous","homozygous","homozygous","homozygous","median close","close","median close","far"
1371,321517,3122035,163,13.9,319.9558,94.126328,"W",7.392,187.832372,10825.04342,0.713,"Urban",82.756494,2011,"TF","adult","N","N","N","N","N","AA","AT","AA","GG","TT","AA",1,0,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,"homozygous","heterozygous","homozygous","homozygous","homozygous","homozygous","homozygous","close","median close","close","far"
1372,321340,3122388,169,13.56,344,213.474843,"W",13.153,517.757665,11171.852,0.713,"Shrub",157.604025,2011,"TF","adult","N","N","N","N","N","AA","AT","AA","GG","CC","CC",1,0,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,2,2,"homozygous","heterozygous","homozygous","homozygous","homozygous","homozygous","homozygous","median close","median far","median close","far"
1373,322297,3122473,281,12.2,363,52.353301,"W",4.661,337.164648,10458.33471,0.814,"Urban",10.160075,2011,"TF","adult","N","N","N","N","N","AA","AT","AA","GG","CT","AC",1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,"homozygous","heterozygous","homozygous","homozygous","heterozygous","heterozygous","heterozygous","close","close","close","far"
1374,323493,3122794,424,11.5,423.6167,52.242373,"S",8.789,896.403926,9776.745675,0.916,"Shrub",71.092358,2011,"TF","adult","N","N","N","N","N","AA","AA","AA","GG","CT","AC",1,0,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,2,0,0,1,1,"homozygous","homozygous","homozygous","homozygous","heterozygous","heterozygous","heterozygous","close","median close","median far","far"
1375,344778,3128007,2287,1.2,487,3128.848955,"SE",3.458,6621.427791,9666.682419,0.152,"Shrub",1491.679864,2011,"TF","adult","N","N","N","N","N","TT","AT","AA","GG","CT","AC",0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,2,1,0,0,1,1,"homozygous","heterozygous","homozygous","homozygous","heterozygous","heterozygous","heterozygous","far","far","far","far"
1376,345957,3129619,2153,1.8,491,4237.737445,"SE",4.711,5121.271033,8032.816318,0.152,"Shrub",1207.685316,2011,"TF","adult","N","N","N","N","N","AA","TT","AA","GG","TT","AC",1,0,0,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,"homozygous","homozygous","homozygous","homozygous","homozygous","heterozygous","heterozygous","far","far","far","far"
1377,346715,3131638,2070,2.2,489,3029.589839,"NW",8.749,3060.881572,6114.085459,0.152,"Shrub",420.33357,2011,"TF","adult","N","N","N","N","N","AT","AT","AA","GG","CT","AC",1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,"heterozygous","heterozygous","homozygous","homozygous","heterozygous","heterozygous","heterozygous","far","far","far","far"
1378,332517,3125951,2018,2.4,494.2823,3528.814113,"W",5.147,8035.085562,10226.22379,0.05,"Shrub",975.37153,2011,"TF","adult","N","N","N","N","N","AA","AT","AA","GG","CT","CC",1,0,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,1,2,"homozygous","heterozygous","homozygous","homozygous","heterozygous","homozygous","homozygous","far","far","far","far"
1379,317861,3140069,52,13.1,336,203.313883,"NW",4.385,1003.805758,15022.47044,0.56,"Urban",50.987072,2011,"TF","adult","N","N","N","N","N","AT","AT","AA","GG","CC","CC",1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,2,2,"heterozygous","heterozygous","homozygous","homozygous","homozygous","homozygous","homozygous","median close","median close","median far","far"
